user_location,user_followers,retweet_count,favorite_count,user_verified,date,lang,text,hashtags,source
,228,162,0,False,2020-05-18 02:11:53,in,RT @hmetromy: #kualalumpur WHO melaporkan terdapat sindrom seperti penyakit Kawasaki pada kanak-kanak yang positif Covid-19. https://t.co/k…,['kualalumpur'],Twitter for iPhone
London,6386,49,0,False,2020-05-18 13:02:37,en,RT @LondonEconomic: 70 cases of Covid-19 linked to French schools days after reopening https://t.co/MAfZrEMb6I,,Twitter for iPhone
"Santiago, Chile.",223,1752,0,False,2020-05-18 07:14:39,es,RT @alejandramatus: El peligroso espejismo de la “baja letalidad” del COVID-19 en Chile https://t.co/1LQLRwLnc0,,Twitter for iPhone
,355,10043,0,False,2020-05-18 21:41:52,en,"RT @SBSNews: India, Japan, Britain, Canada, New Zealand, Indonesia, Russia, and all 27 EU member states are backing Australia's push for a…",,Twitter for Android
"Navsari,Gujarat",380,54,0,False,2020-05-18 14:14:00,en,"RT @weareNIRVANA: 12 Lac Banker's wage settlement is pending since #929Days now

But Union leader says, We can't hold meeting for settlemen…",['929Days'],Twitter for Android
"Rajasthan, India",0,0,0,False,2020-05-18 04:01:58,en,@ashokgehlot51 medical College teacher association increase in age of retirement medical College teachers adversely affect opportunities for younger doctors who can provide more service for COVID-19 patient and other diseases rather it should be decreased to 62,,Twitter for Android
"Naples, USA",1572,0,0,False,2020-05-18 22:13:48,en,Art Howe leaves hospital after covid-19 scare: ‘It’s just nice to be back home’   https://t.co/U2lBZgRqLL https://t.co/oZ1XtomEUl,,Twitter Web App
,15213,5541,0,False,2020-05-18 20:40:57,en,"RT @jsolomonReports: Antibody tests continue to suggest COVID-19 far more widespread, less deadly than initially thought | Just The News ht…",,Twitter for iPad
"São Paulo, Brasil",103,67,0,False,2020-05-18 18:13:10,pt,"RT @pauloteixeira13: Hoje, o jornal Valor Econômico publicou matéria que trata do saldo do Banco Central com as Reservas Cambiais. Meu Proj…",,Twitter for iPhone
Nanning,592,2,1,False,2020-05-18 17:09:08,en,"GUN TYPE INFRARED THERMOMETER ,3M TYPE FACE MASK,3PLY FACE MASK 😷,5PLY FACE MASK N99 FACE MASK, GLOVES 🧤, COVID-19 RAPID TSET AND OTHER Medical equipments,DM or contact bamyglobal@cosultant.com   ☎️ WhatsApp +8615777877688, 07063501522,08028611855. https://t.co/zEmAthCBx9",,Twitter for iPhone
"Coyle, OK",543,2187,0,False,2020-05-18 03:06:51,en,"RT @justin_hart: Get this:
- California: 40 million citizens.
- Only 6 counties ever saw more than 100 hospitalizations.
- The most populac…",,Twitter Web App
"Northern California, USA",7058,315,0,False,2020-05-18 18:35:57,en,"RT @JaniceDean: A beautiful story about a nursing home in France that took the corona virus seriously, cared deeply for their residents and…",,Twitter for Android
United States,621,44,0,False,2020-05-18 17:30:18,en,"RT @508gloryFelix: @notgoodinternet @beantowncarleen @MailOnline #TheResistance Yes, &amp; a terrible threat to that freedom, is a heavily arme…",['TheResistance'],Twitter for iPhone
Panama,1112,3483,0,False,2020-05-18 21:41:19,en,"RT @QuickTake: 🏋🏃 Is this the new normal?

Hong Kong gyms have reopened with new #Covid_19 #SocialDistancing and safety measures like glass…","['Covid_19', 'SocialDistancing']",Twitter for iPhone
"दिल्ली, भारत",6,1,0,False,2020-05-18 09:06:38,en,RT @realgrvsharma: It may be beneficial to cure COVID-19 patients. India must start trails for these drugs. These drugs can be a game chang…,,Twitter Web App
Leeds,105,265,0,False,2020-05-18 14:48:32,en,"RT @SkyNews: Coronavirus: Wearing surgical masks can reduce COVID-19 spread by 75%, study claims https://t.co/kno6HDWCCN",,Twitter for Android
San Luis Obispo,269,0,0,False,2020-05-18 13:32:11,en,"""Why Researchers Hope to Test High-Risk Groups"" by Max Brimelow, Julie Chang, Pedro Cota, Alex Matthews and Kristen Hwang via NYT https://t.co/HfWDkiZI6h",,IFTTT
"Lincolnshire, UK",208,5,0,False,2020-05-18 12:20:39,en,RT @NisaRetail: We've added a rainbow to our logo to spread hope + positivity during the Covid-19 crisis. The rainbow is used as a symbol o…,,Twitter Web App
"कोज़िकोड, भारत",4,0,0,False,2020-05-18 11:06:38,en,"@sambitswaraj Iske bare mein kuch boliye...In a bizarre incident, a COVID-19 positive patient’s body was found at a bus stand in Ahmedabad on Friday, 15 May.",,Twitter for Android
London,19832,14296,0,False,2020-05-18 23:41:51,en,"RT @SecPompeo: No surprise that Taiwan mounted one of the most successful efforts to contain COVID to date. Transparent, vibrant, and innov…",,Twitter for iPhone
"Las Vegas, NV",3801,0,0,False,2020-05-18 23:10:13,en,"IC wants to help you address the current COVID-19 climate &amp; support you as you continue to reach those in your community.
Our Digital Engagement Pathway is a free toolkit packed w/video resources, downloadable templates, and the best practices to help you. https://t.co/mfHjXaRPHs https://t.co/O6g0AkOjux",,Buffer
Canap' Covidienne,234,0,0,False,2020-05-18 17:49:06,fr,"#covid_LLD
Options variables et interchangeables mais pas selon mes goûts",['covid_LLD'],Twitter for Android
Cartagena,5178,0,0,False,2020-05-18 22:23:02,es,"Mientras el alcalde William Dau Chamat se dedica a pelear, a retractarse y a descubrir que le crearon una cuenta falsa en internet, Cartagena sucumbe ante el COVID-19.
 
El Instituto Nacional de Saud entregó un nuevo… https://t.co/V8Py16Tl02",,Instagram
"India, Mumbai",209,0,3,False,2020-05-18 07:32:52,en,"#BobbyDeol Hits And Flops All Movies Box Office Collection Analysis List #Bollywood #StayHomeStaySafe #COVID__19 
https://t.co/svoogO3jg3","['BobbyDeol', 'Bollywood', 'StayHomeStaySafe', 'COVID__19']",Twitter Web App
"Alberta, Canada",350,116,0,False,2020-05-18 02:46:58,en,RT @PrairieDogBeer: To reopen right away or not? It is difficult to convey the struggles involved for us to make the decision to reopen in…,,Twitterrific for iOS
"Irapuato, Guanajuato",73,46,0,False,2020-05-18 05:25:21,es,RT @Excelsior: 😠🚨 La familia entregó certificados de que están sanos y ni así les permitieron quedarse; fueron echados a punta de pistola.…,,Twitter for Android
,695,6946,0,False,2020-05-18 03:39:30,en,RT @gio_sunshine: Starting Monday 5/18 undocumented people can submit an application to receive COVID relief in California.  $500 per adult…,,Twitter for iPhone
,6811,25,0,False,2020-05-18 23:28:16,en,"RT @HelenArmstrong5: @DrGJackBrown Don't let Trump drive the news #Hydroxychloroquine cuz THIS: Trump fired several IGs, lawsuit to kill AC…",['Hydroxychloroquine'],Twitter for iPhone
Turkey,127,817,0,False,2020-05-18 21:18:00,en,"RT @DrEricDing: Many schools in Northern France now closed again after 70 positive. France had reopened about 40,000 preschools and primary…",,Twitter for Android
London,194,4861,0,False,2020-05-18 09:37:47,en,"RT @troovus: From The Telegraph 12 May

A Covid cardiologist at a top London hospital (friendly to Boris) has been so incensed by the daily…",,Twitterrific for iOS
,1202,0,1,False,2020-05-18 14:23:24,in,"Kayaknya Pemerintah sudah habis akal mau kotak-katik data COVID-19 yang...Mentok ya...
#indonesiaterserah https://t.co/rALDYTD3Fg",['indonesiaterserah'],Twitter for Android
,340,1195,0,False,2020-05-18 18:18:44,en,RT @mjs_DC: Trump Judge Elizabeth Branch cast the deciding vote in this 2–1 decision denying soap and disinfectant to people incarcerated i…,,Twitter for iPad
Republic City ,274,75828,0,False,2020-05-18 13:01:30,en,RT @DilanTheVillain: i can hear the DJs now “if you survived COVID-19 make some mf’n noise!”😂,,Twitter Web App
"Johannesburg, South Africa",3191,413,0,False,2020-05-18 10:24:29,en,RT @WesBank: The claims on social media that WesBank is planning to repossess 45000 vehicles are untrue &amp; unfounded. Our priority is to ass…,,Twitter Web App
"Cuiabá, Brasil",1461,443,0,False,2020-05-18 00:56:20,pt,"RT @dadourado: Resumindo.

Quem está dizendo que cloroquina trata Covid e que por isso os governos podem acabar com o isolamento social:

a…",,Twitter for Android
Ecuador,160,50,0,False,2020-05-18 04:43:02,es,"RT @florcis_paredes: Que Dios nos proteja🙏
No quiero imaginar el rebrote y contagio masivo.. por esta decisión!!
Espero equivocarme.
Pero e…",,Twitter for Android
https://goo.gl/L1E8ka,4710,0,0,False,2020-05-18 11:13:39,in,Kepala BPHN Memimpin Pelepasan Penyuluh Hukum Dalam Rangka Pencegahan Covid-19 https://t.co/l2B2N2oKS6,,Twitter for Android
Nepal,7065,1,0,False,2020-05-18 15:22:30,en,RT @Timothy_Hughes: Assuming We Experience a Recession for 12 Months - Here are 5 Realities B2B Marketers will Face over the Next Years (vi…,,Twitter for Android
"Livermore-Pleasanton, CA",124,0,0,False,2020-05-18 09:01:11,en,"Despite COVID-19 and economic concerns, there's still a housing shortage. Questions about your market? Contact me!  925-519-3019, celestestorrs@kw.com

#housingmarket #housingshortage #realestatemarket #realestate #realtor #coronavirus #covid19 #celestestorrsrealtor #storrsdoors","['housingmarket', 'housingshortage', 'realestatemarket', 'realestate', 'realtor', 'coronavirus', 'covid19', 'celestestorrsrealtor', 'storrsdoors']",Hootsuite Inc.
公園,108,89,0,False,2020-05-18 23:46:27,ja,"RT @TheWILDROVERdj: この度、新型コロナウイルス(COVID-19)感染症拡大による営業自粛に伴い、clubasiaの系列店舗VUENOS,Glad,LOUNGE NEOが閉店することが決まり、残すclubasiaが存続の危機を迎えております。
国で助けられな…",,Twitter for iPhone
,2940,29,0,False,2020-05-18 14:22:29,en,"RT @SusanBanovetz: @RobertFoster4MS Here’s a reason to wear a mask and take precautions to keep you and others safe. Gavin Roberts,  10, at…",,Twitter for iPhone
"Nonpartisan town, USA",260,0,0,False,2020-05-18 14:19:06,en,@JoeBiden Quit trying to use a global pandemic for political purposes. Nobody has brought forth any evidence that anybody in the US was denied treatment for COVID due to lack of insurance. Don't you have some hair to sniff? How does it feel to know that women won't turn out for you?,,Twitter Web App
पुणे,21,968,0,False,2020-05-18 18:51:44,en,"RT @Pun_Starr: Today, Oppo factory in Greater Noida was shut down after 6 of their employees tested +ve for Covid-19.

Also today, 28 emplo…",,Twitter Web App
"Bronx, NY",772,18,0,False,2020-05-18 01:51:46,en,"RT @ABC7NY: Is it too soon? On Saturday, warm weather drew crowds out in NYC as police patrolled parks and other public areas to ensure peo…",,Twitter for iPhone
"Kota Makassar, Sulawesi Selata",2264,31,0,False,2020-05-18 16:42:40,in,"RT @axdwin: Rawat keluhan
1. Jantung
2. Diabetes
3. Kanker/Tumor
4. Asam Urat, dan
5. Gejala Covid-19 di rumah saja
#dirumahaja dengan HOPE…",['dirumahaja'],Twitter for Android
,76,0,1,False,2020-05-18 13:10:39,en,#SC COVID - My home state of SC has much lower rates of infection but a steady-state of new infections being diagnosed.  Word on the street (aka @MrsLaskowski) is a most people are not wearing masks in stores.  Social distancing and masks are key to preventing spread. #COVID19 https://t.co/5m4SGsPurt,"['SC', 'COVID19']",Twitter Web App
Planet Earth,249,0,0,False,2020-05-18 15:44:54,en,"@wxjay @mdnaidu @JoeNBC No. You cant bring back dead people. You cant have a healthy economy with high numbers of sick, dying and dead, and a scared citizenry. Stop treating covid victims like collateral damage on the way to reelecting Trump. It's deplorable behavior.",,Twitter for Android
,253,2187,0,False,2020-05-18 01:01:38,en,"RT @ianbremmer: Most covid-19 deaths per one million pop.

1 Belgium 774 
2 Spain 580
3 Italy 515
4 UK 499
5 France 404 
6 Sweden 340
7 Net…",,Twitter Web App
"Zurich, Switzerland 🇨🇭",563,63,0,False,2020-05-18 07:31:31,en,"RT @RT_com: Icy welcome | Doctors turn their backs on Belgian PM over govt’s #COVID19 response 

https://t.co/BNkEvUaYal https://t.co/nozbu…",['COVID19'],Twitter for Android
"Hyderabad, India",723,60,0,False,2020-05-18 09:59:24,en,"RT @ThePrintIndia: No Covid test if patient is dead, Delhi govt says in new guidelines for disposal of bodies

ThePrint's @AneeshaBedi repo…",,Twitter for iPhone
"The Southiest South, USA",2351,1619,0,False,2020-05-18 05:18:23,en,"RT @SethAbramson: BREAKING NEWS: Trump Has Decided Who's Responsible for America's World-Leading 90,000+ COVID-19 Deaths, and, Surprise...…",,Twitter for iPhone
"New Rochelle, NY",319,3382,0,False,2020-05-18 14:27:44,en,"RT @jacquewilson1: My name is Jacque Wilson. I am a Public Defender in San Francisco.

Two of my younger brothers, Neko &amp; Lance, are curren…",,Twitter for iPhone
💜GOD ALMIGHTYS KINGDOM☆HEAVEN,3339,71,0,False,2020-05-18 17:51:31,en,RT @daddyomar23: Subpoena him &amp; hold in contempt if he doesn't appear. People being investigated don't get to make the rules. The arrogance…,,Twitter Web App
"AMM, JO ",299,1,2,False,2020-05-18 11:53:44,en,Great primer on everything #Foucauldian and the #COVID19 https://t.co/LV1YRLhHgN,"['Foucauldian', 'COVID19']",Twitter for iPhone
Nottingham,516,1778,0,False,2020-05-18 19:38:24,en,"RT @chantal_oiseau: Since their reopening last week, 50 schools in France have been forced to close again after cases, or suspected cases o…",,Twitter Web App
,34,4969,0,False,2020-05-18 23:21:58,en,"RT @TaikaWaititi: OY! I'm hosting a reading series of James and the Giant Peach by @roald_dahl to raise money for @partnersinhealth, a glob…",,Twitter for Android
,768,286,0,False,2020-05-18 12:40:46,fr,RT @realdebfarmer: Surprise! Surprise! Surprise!  The corruption continues..... https://t.co/aFCFIP3rzP,,Twitter for iPhone
"Atlanta, GA",795,167,0,False,2020-05-18 12:36:28,en,RT @hallaboutafrica: Congrats Mauritius. Citizen cooperation in national lockdown has resulted in no new Covid-19 cases since late April. W…,,Twitter for iPhone
"Ujjain, India",908,0,0,False,2020-05-18 14:53:09,hi,"देश में जितनी थालियां उस दिन निकली थीं,
अगर उतनी थालियां मजदूरों के लिये खाना लेकर निकल आती
तो
गरीब जगह छोड़ने को मजबूर न होते! 
#ModiGovtFailedLockdown #Lockdown4 #lockdown4guidelines #gautamgambhir #coronavirus #COVID__19 #Rss_terrorists #mondaythoughts","['ModiGovtFailedLockdown', 'Lockdown4', 'lockdown4guidelines', 'gautamgambhir', 'coronavirus', 'COVID__19', 'Rss_terrorists', 'mondaythoughts']",Twitter for Android
Venezuela,67,8,0,False,2020-05-18 13:17:21,es,RT @cubacooperaveAN: Se realiza Anzoátegui reunion del puesto de mando al enfrentamiento de la COVID. #CubaPorLaSalud #CubaSalva #Olgulloso…,"['CubaPorLaSalud', 'CubaSalva']",Twitter for Android
"Baltimore, MD",12,0,0,False,2020-05-18 17:48:24,en,"102-Year-Old woman, who worked with Churchill, recovers from COVID-19 https://t.co/xCiBJOYvIW",,Twitter Web Client
,670,7,0,False,2020-05-18 19:40:46,en,"RT @InkHousePR: If you’re a #cybersecurity marketer, reaching the #CISO matters. “Do your homework” to get your approach right, says @iiami…","['cybersecurity', 'CISO']",Twitter for Android
"Gerard Sekoto str, Newtown ",206,0,2,False,2020-05-18 23:37:50,en,Wow..  I believe churches should be the ones giving back during this time #COVID-19 https://t.co/fGJIdVPAiy,['COVID'],Twitter Web App
"Newcastle Upon Tyne, England",14,9444,0,False,2020-05-18 06:25:52,en,"RT @DrAmirKhanGP: I don’t often tweet politics but watching @michaelgove on #Marr I have to say this:

The care homes I look after DID have…",['Marr'],Twitter for Android
,289,17,0,False,2020-05-18 17:21:32,en,"RT @Alicia_Smith19: An extremely fascinating deep-dive into the global race for a coronavirus vaccine, specifically the Moderna vaccine. I’…",,Twitter for iPhone
,150,27,0,False,2020-05-18 02:07:04,en,"RT @jalujanuhr: indonesian government trying to control the covid-19 cases be lyke.
#PSBB 
#StopKonserUnfaedah 
#StopTheSpread https://t.co…","['PSBB', 'StopKonserUnfaedah', 'StopTheSpread']",Twitter for Android
"Downpatrick, Northern Ireland",2346,0,0,False,2020-05-18 22:36:15,en,NI Executive Daily Actions Update For Monday 18 May https://t.co/XpXIzb3GYo via @Downnews #executiveupdate #covid-19,"['executiveupdate', 'covid']",Twitter Web Client
"Indiana, USA",425,0,0,False,2020-05-18 22:33:41,en,@JLo Hi Jennifer. I need help bad. Been living in car since Covid. Lost my home My home My job. So no money. No place to live..3 months in my car with 2 ❤diseases and im terrified being out here. Im all alone. My family is all gone,,Twitter for Android
"Soweto, South Africa",4295,61,0,False,2020-05-18 15:19:10,en,RT @DonovanGoliath: We did a really cool interview with this Turkish news channel on our Covid fashion posters 😀,,Twitter for iPhone
"Alabama, USA",255,2271,0,False,2020-05-18 01:48:57,en,"RT @ewarren: 36 million people have filed for unemployment in the last two months.

But for too many, our economy wasn’t working long befor…",,Twitter for Android
"Wexford, Ireland",824,34,0,False,2020-05-18 09:49:19,en,"RT @sportireland: Experts from the Sport Ireland Institute, High Performance Sport and other reliable sources have created the guidelines a…",,Twitter Web App
Ahmedabad,420,862,0,False,2020-05-18 08:08:54,en,"RT @UmarKhalidJNU: Absolutely shocking! Is this the much hyped Gujarat Model of Development? 
https://t.co/79tUiA5TR1",,Twitter Web App
,2429,1,0,False,2020-05-18 20:58:11,en,RT @ChafedCharlie: @SecPompeo That’s why they beat America to the punch by 3 months when responding to the COVID pandemic. The irony in you…,,Twitter for Android
,223,0,0,False,2020-05-18 08:07:50,in,"@1trenggalek @tjhinfar21 @TheArieAir @WagimanDeep212 @narkosun @Kampoeng_99 @hamka_sutra @Airin_NZ @1802_kimmi @Aryprasetyo85 @dewidrupadi_45 @mochamadarip @Maranatha_Sibrn @l07_te @Anak_Singkong_ Mari kita bersama lawan Covid-19
#PolriBerbagiKasih
💪or do",['PolriBerbagiKasih'],Twitter for Android
"Irondequoit, NY",1119,7,0,False,2020-05-18 07:46:46,en,RT @realTuckFrumper: ‘Pharma Bro’ Denied Prison Timeout To Work On COVID-19 Treatment https://t.co/1v2eF6Ebmb,,Twitter Web App
Malaysia,994,0,0,False,2020-05-18 10:56:28,in,Kene reject sebab covid ni lagi sakit taw drpd kene reject sebab mmg kau tak layak 🙃,,Twitter for Android
,381,0,0,False,2020-05-18 21:34:09,pt,@braz_taynan amiga nossa meta pos covid,,Twitter for iPhone
,85,604,0,False,2020-05-18 05:31:03,es,"RT @mianrey: ¡SOLO 6 NUEVOS CASOS POR CORONAVIRUS EN MADRID!

En realidad:

- Ayer dieron 38 (ya son 91)
- Anteayer 49 (ya son 159)
- El ju…",,Twitter for Android
 Boston area,1275,788,0,False,2020-05-18 18:16:05,en,"RT @DrEricDing: Welp again. Just one week after a third of French schoolchildren went back to school in an easing of #COVID19 lockdown, the…",['COVID19'],Twitter for iPhone
"Bengaluru, India",565,3,0,False,2020-05-18 14:02:26,en,"RT @BangaloreMirror: The draft calls for 'impartial, independent and comprehensive' probe into the #coronavirus crisis.

https://t.co/w35Hy…",['coronavirus'],Twitter for Android
𝟸𝟶𝟸𝟸𝟶𝟷,862,3084,0,False,2020-05-18 22:20:58,en,RT @1strcf: #StuckWithU #1 🤍 THANK YOU to everyone who has supported this song. And THANK YOU @ArianaGrande @justinbieber @SB_Projects @sco…,['StuckWithU'],Twitter for Android
New York,61,80,0,False,2020-05-18 01:32:04,en,"RT @quantian1: MATTY: I have finally Learned To Code and defeated my haters and losers on Twitter!
MATTY’S PLOT: There were negative 2000 p…",,Twitter for iPhone
San Francisco,475,24102,0,False,2020-05-18 05:16:25,en,RT @Fahrenthold: The state of Georgia made it look like its covid cases were going down ***by putting the dates out of order on its chart**…,,Twitter for iPhone
"Winnipeg, Manitoba",88,105,0,False,2020-05-18 05:32:34,en,"RT @JaneRuth_Aceng: Wonderful video. 
Please continue Social distancing to avoid COVID-19. 

This should be coupled with washing hands with…",,Twitter Web App
Home ,636,69,0,False,2020-05-18 11:16:52,in,RT @HailYoMama: @mkini_bm Covid 19 problems in Malaysia start tahun ni. Bonus you bagi tahun ni bukan untuk performance company tahun lepas…,,Twitter for Android
Aberdeenshire,4839,1347,0,False,2020-05-18 08:31:17,en,RT @anandMenon1: I missed this excoriating piece yesterday from a care home owner https://t.co/DS9ogLtkBj https://t.co/TbL5V6wMC8,,Twitter for iPad
,104,75828,0,False,2020-05-18 12:39:44,en,RT @DilanTheVillain: i can hear the DJs now “if you survived COVID-19 make some mf’n noise!”😂,,Twitter for iPhone
"Gujarat, India",161,45,0,False,2020-05-18 23:52:11,en,"RT @ManishTewari: There can never be an impartial investigation of the origin of COVID -19 till the China lackey @DrTedros is around. 
@WHO…",,Twitter for Android
,3047,37,0,False,2020-05-18 01:10:30,in,"RT @Coffee_K83: Sebanyak 15 warga Dusun Jati, Waru, Sidoarjo Jawa Timur, dikabarkan terinfeksi virus corona (Covid-19), usai teledor membuk…",,Twitter Web App
