user_location,user_followers,retweet_count,favorite_count,user_verified,date,lang,text,hashtags,source
,321,1310,0,False,2020-03-13 12:11:02,en,RT @fang_wenxin: Chinese police and medical staff ride horses to a remote herdsman settlement in the Altai Mountains for epidemic preventio…,,Twitter for Android
,516,8,0,False,2020-03-13 18:29:12,ca,RT @soccargol: Sóc de poble i no em passa pel cap anar-me a passejar per les Rambles de BCN. Em passaré el cap de setmana a casa. Perquè no…,,Twitter for iPhone
,366,241033,0,False,2020-03-13 06:29:24,en,RT @DiageoLiam: The World Health Organization has announced that dogs cannot contract Covid-19. Dogs previously held in quarantine can now…,,Twitter for Android
,865,7964,0,False,2020-03-13 04:27:16,en,"RT @casssandralim: Us: we need free and accessible healthcare

Duterte: wala kaming maitutulong sa covid 19 na yan

Us: how about access to…",,Twitter for Android
,464,77003,0,False,2020-03-13 15:11:14,en,RT @maleedus: So there's a COVID-19 Quarantine Playlist on Spotity and when I checked the songs I died. Jesus take the wheel I– 😂😭 #Coronav…,,Twitter for iPhone
Abu Dhabi,195,177244,0,False,2020-03-13 21:50:57,en,RT @lincolnjackd: Just a reminder: it’s okay to blame the  president for how bad things get with COVID-19 because he fired the entire pande…,,Twitter for iPhone
,59,40390,0,False,2020-03-13 14:42:54,th,"RT @Chu_OnlineNews: BREAKING : ด่วน! “แมทธิว ดีน” ติดเชื้อ COVID-19 

เจ้าตัวได้โพสต์คลิปผ่านไอจีว่า ตัวเองติดเชื้อไวรัสโคโรนา ขอให้คนใกล้…",,Twitter for Android
"Mena, Arkansas",264,0,1,False,2020-03-13 20:30:44,en,Mena Regional Health System Statement COVID-19 Pandemic  https://t.co/lrmtoCW8rv,,LinkedUp Radio
Bogota D.C.,155,2212,0,False,2020-03-13 17:45:09,es,"RT @NoticiasCaracol: #LOÚLTIMO Alcaldesa de Bogotá, Claudia López, advierte que, si los habitantes de la capital no se toman en serio la pr…",['LOÚLTIMO'],Twitter for Android
Los Angeles,389,3066,0,False,2020-03-13 18:31:02,en,"RT @Public_Citizen: Coronavirus tests per 1 million people:

🇰🇷 South Korea: 3,692

🇨🇳 Guangdong, China: 2,820

🇮🇹 Italy: 826

🇹🇼 Taiwan: 6…",,Twitter for iPhone
"Granada,Andalucía, España.",2854,153,0,False,2020-03-13 06:53:56,es,"RT @CulturaAND: #Covid_19 | Como medida preventiva, archivos, museos, enclaves, conjuntos arqueológicos, teatros, bibliotecas y centros de…",['Covid_19'],Twitter Web App
,71,7,0,False,2020-03-13 00:55:04,en,RT @cassiekstout: who got the plug #Covid_19 https://t.co/9TdIZXBEWV,['Covid_19'],Twitter for iPhone
Prommanusorn,272,8018,0,False,2020-03-13 08:26:42,th,RT @stuckinthelove: “กูติดเชื้อ Covid-19 แล้วป่าววะ?” เป็นคำถามที่วนซ้ำในหัวทุกวัน แต่ก็ยังบ่อยไม่เท่า “มื้อนี้กินไรดีวะ?” 3 เวลา เช้า กลาง…,,Twitter for iPhone
BKI-KUL,105,22813,0,False,2020-03-13 08:40:21,in,"RT @DrKhorSK: Salam Rakyat 🇲🇾 yg prihatin: sila retweet:

UJIAN UNTUK COVID:
Gelaja: demam, batuk, sesak nafas.
Takde? Selamat &amp; tak perlu…",,Twitter for iPhone
"Buenos Aires, Argentina",697,9651,0,False,2020-03-13 14:56:43,es,"RT @Santi_ABASCAL: Este martes, al conocer el positivo de Javier Ortega, me puse en cuarentena y pedí a un laboratorio privado un test de C…",,Twitter for Android
Australia,442,261,0,False,2020-03-13 00:21:01,en,"RT @courtneyact: We now interrupt your regular programming to bring you this very important announcement #coronavirus #Covid_19 
https://t.…","['coronavirus', 'Covid_19']",Twitter for iPhone
,85,507,0,False,2020-03-13 10:00:40,en,RT @Mohansinha: Over 100 labs have opened to fight COVID-19; one lab is being airlifted to Iran; more than 30 airports are now testing inco…,,Twitter for Android
Madrid,218,13,0,False,2020-03-13 00:38:32,es,RT @Miguel_Arroyo76: ¿Ha dicho alguien ya que el #Covid_19 tiene pinta de ser la versión física del #Wannacry? Espero que al menos nos sirv…,"['Covid_19', 'Wannacry']",Twitter for iPhone
Thailand/Bangkok,643,5606,0,False,2020-03-13 17:43:20,th,RT @Iambored_00: เกาหลีส่งหน้ากากอนามัยให้ ปชช.ถึงบ้าน พร้อมแนะนำวิธีการใช้และดูแลตัวเองจาก #Covid_19 ส่วนประเทศไทย ประชาชนไปยืนต่อคิวกัน…,['Covid_19'],Twitter for iPhone
"Tangerang, Banten",673,0,0,False,2020-03-13 04:39:31,in,@suciazizahfeb15 @dayatpiliang Iya sama mba pemikiran km sm aku..terus yg ak tau kalau gasalah ya bukannya khsus covid19 ini pengobatannya gratis dr pemerintah. Krn ini covid uda masuk keseluruh negara juga.,,Twitter for Android
ป่าม ปาม ป๊ามม (:,203,40390,0,False,2020-03-13 08:29:32,th,"RT @Chu_OnlineNews: BREAKING : ด่วน! “แมทธิว ดีน” ติดเชื้อ COVID-19 

เจ้าตัวได้โพสต์คลิปผ่านไอจีว่า ตัวเองติดเชื้อไวรัสโคโรนา ขอให้คนใกล้…",,Twitter Web App
"Florida, USA",285,241033,0,False,2020-03-13 03:28:27,en,RT @DiageoLiam: The World Health Organization has announced that dogs cannot contract Covid-19. Dogs previously held in quarantine can now…,,Twitter for Android
,217,3532,0,False,2020-03-13 12:41:49,en,RT @forks_gk_: Just been in Aldi there. Milk gone. Meat gone. Fruit and veg gone. Eggs gone. Flour gone. Biscuits and sweets isle absolutel…,,Twitter for Android
"Lagos, Nigeria",3941,15433,0,False,2020-03-13 11:00:32,en,"RT @willreyner: “Quadruple” 
- Villa 5-0 Liverpool 

“Unbeaten” 
- Watford 3-0 Liverpool 

“Treble”
- Chelsea 2-0 Liverpool

“Double”
- Atl…",,Twitter for Android
Montreal,31,0,0,False,2020-03-13 13:13:09,en,#MarchMadness (2020): Term used to describe the behavior of people shopping for toilet paper at #Costco. #Covid_19 #coronavirus,"['MarchMadness', 'Costco', 'Covid_19', 'coronavirus']",Twitter Web App
lokesyen annown,232,134210,0,False,2020-03-13 04:43:40,en,"RT @MarcusGrayDoor: Things Covid has proven:

1. The job you were told couldn't be done remotely can be done remotely

2. Many disabled wor…",,Twitter for iPhone
,1823,164,0,False,2020-03-13 00:27:36,en,RT @YahooSports: Charles Barkley fell ill recently and has decided to self quarantine as he awaits the results of his #Covid_19 test result…,['Covid_19'],Twitter for Android
"Accra, Ghana",5872,417,0,False,2020-03-13 02:54:13,en,RT @Serwaa_Amihere: Two cases of COVID 19 recorded in Ghana https://t.co/woPHBALmRY,,Twitter for iPhone
"Dunn, NC",698,0,0,False,2020-03-13 20:45:13,en,The number of state cases is still at 15.  #COVIDー19 #CoronaVirusUpdate https://t.co/oZAkZRt8YL,"['COVIDー19', 'CoronaVirusUpdate']",Twitter for iPhone
"Garmisch-Partenkirchen, Bayern",159,0,2,False,2020-03-13 09:59:17,de,Emmanuel Macron hat gerade eine neue olympische Disziplin angekündigt: Homeoffice mit Kindern zu Hause #Covid_19 https://t.co/e8q4HnPNo4,['Covid_19'],Twitter Web App
"Kenya, Turkey, Twitter ",211,93,0,False,2020-03-13 09:45:42,en,RT @oaksupreme_: COVID 19 ending humanity but Kenyan politicians still talking 2022 politics,,Twitter for Android
,58,961,0,False,2020-03-13 12:41:07,en,"RT @David_Leavitt: Whoever started this game at the beginning of 2020, please finish it quickly.

#Covid_19 #coronavirus #coronapocalypse h…","['Covid_19', 'coronavirus', 'coronapocalypse']",Twitter Web App
,169,866,0,False,2020-03-13 06:11:05,fr,"RT @Conflits_FR: 🇫🇷 FLASH - Selon le ministre de l'Education Nationale, ""la période qui s'ouvre n'est pas une période au cours de laquelle…",,Twitter for Android
"Brooklyn, NY",293,1,0,False,2020-03-13 15:11:38,en,"RT @JonathanLedee: Also, don’t let COVID-19 be the only reason why you wash your damn hands.",,Twitter Web App
,19,8754,0,False,2020-03-13 19:43:58,en,RT @son_of_a_boy: This is soo true  #Covid_19 https://t.co/Y7uDTQI915,['Covid_19'],Twitter for Android
"Bhadrak, India",126,4857,0,False,2020-03-13 12:26:38,en,RT @IPL: 🚨Announcement🚨: #VIVOIPL suspended till 15th April 2020 as a precautionary measure against the ongoing Novel Corona Virus (COVID-1…,['VIVOIPL'],Twitter for Android
"Moncton, New Brunswick",19,6,0,False,2020-03-13 14:26:42,en,"RT @LauraBrownCTV: On covid-19 updates, here are some of the measures Fredericton's Regent mall is making:
@CTVAtlantic https://t.co/dxs5kj…",,Twitter for iPhone
Venezuela,324,7,0,False,2020-03-13 11:12:36,es,RT @dalemaos: Buenos amigos ... En Canadá ya valimos mierda. El coronavirus #Covid_19 ya metió el miedo suficiente https://t.co/zdLDQ9VAfs,['Covid_19'],Twitter for Android
,751,280,0,False,2020-03-13 13:41:15,in,"RT @7Chenn: @azmosal1 @AWATNINews Gara-gara Covid 19, seorang gadis kehabisan bra untuk dibuat face mask.",,Twitter for Android
,723,22085,0,False,2020-03-13 17:27:56,pt,"RT @baianolol1: Para evitar a transmissão do coronavírus evite fazer festa com mais de 20 convidados

Só COVID-19

👍",,Twitter for Android
,510,45527,0,False,2020-03-13 02:40:21,en,"RT @ToLey88: I really, really want to read a story explaining exactly how the Utah Jazz managed to get their hands on 58 COVID-19 tests in…",,Twitter for iPhone
"Madison, Wisconsin",2827,0,1,False,2020-03-13 17:15:15,en,"Friends, here's our update on the COVID-19 situation. Stay well out there.
https://t.co/oyIHXmxJGl",,Sprout Social
Alsace (et pas Grand-Est),103,1496,0,False,2020-03-13 08:59:31,fr,RT @FXMoronval: ⭐️ Vous pouvez compter sur les soignants pour se battre contre le #Covid_19 ! On va donner notre meilleur pour vous soigner…,['Covid_19'],Twitter for Android
Roma,1942,19,130,False,2020-03-13 17:42:53,it,"Mi ha appena citofonato un ragazzo sui 20 anni che abita al piano di sotto.

Mai visto prima.

Dandomi sempre del LEI, mi ha chiesto se avevo bisogno di aiuto e mi REGALATO due mascherine.

Mi sono sentito allo stesso tempo vecchio e orgoglioso di essere italiano 🇮🇹

#Covid_19🔴",['Covid_19'],Twitter for Android
"São Paulo, Brasil",1350,1,0,False,2020-03-13 02:42:30,pt,"RT @wesleyoliveira3: O secretário de Comunicação da Presidência da República, Fábio Wajngarten, foi contaminado com o coronavírus. Ele acom…",,Twitter for iPhone
"Springfield, Oregon",1693,6,0,False,2020-03-13 05:41:18,en,"RT @TheDuckStore: To provide easier access, we will make spring term materials available for purchase or rental one week early (Monday, Mar…",,Twitter for Android
"Phoenix, AZ",109,16222,0,False,2020-03-13 21:48:50,en,"RT @donwinslow: Dear DOCTORS and NURSES and HOSPITAL STAFF across USA,

PLEASE start to tweet that your hospital does *NOT* have the *TESTI…",,Twitter for iPhone
"Barcelona,Mataró,Granollers...",793,20,0,False,2020-03-13 15:59:13,ca,RT @ElJuristaCat: Els advocats de Barcelona (@comunicacioicab) i els procuradors de Barcelona (@ProcuradorsICPB) i Catalunya (@procuradorsc…,,Twitter for iPad
"Montclair, NJ",51,0,0,False,2020-03-13 00:42:06,en,"#FuckTheCoronaVirus 
For my Thursday night dinner with friends I made my own version of the COVID-19 for dessert after a delicious One Pan Chicken Tortilla Enchilada Rice Bake. It was so fun to bring out the… https://t.co/sXlhEvAyQp",['FuckTheCoronaVirus'],Instagram
,101,398,0,False,2020-03-13 19:14:25,es,RT @quantumearthh: Re trolo el covid-19 https://t.co/NMOHt96Zvb,,Twitter for iPhone
Thiland,14,13273,0,False,2020-03-13 06:43:56,th,"RT @dr_eyri: สมาคมอุรเวชช์ ออกประกาศมา 
ด่าเจ็บมาก แต่รัฐบาลจะรู้สึกรู้สามั้ย ก็มรั่ยยยยย #Covid_19 #ผนงรจตกม #โควิด19 https://t.co/fBVA6IV…","['Covid_19', 'ผนงรจตกม', 'โควิด19']",Twitter for Android
"Madrid, Comunidad de Madrid",851,9,0,False,2020-03-13 08:42:28,es,"RT @FiccionSuper: [#superficcion]
Malas noticias queridos amigos
Shang Chi suspende el rodaje por el COVID-19.
El director está auto aislad…",['superficcion'],Twitter for Android
"Loures, Portugal",309,14709,0,False,2020-03-13 20:30:43,en,RT @Sara88855961: Watch really good representation of how the COVD-19 is spread #CoronavirusPandemic  #Covid_19   https://t.co/AXoDRR1mBa,"['CoronavirusPandemic', 'Covid_19']",Twitter for Android
Birmingham City University,148,0,0,False,2020-03-13 15:11:14,en,Coronavirus: The psychology of panic buying - BBC Worklife https://t.co/L4L2858A77,,Twitter for iPhone
Philippines,507,7,0,False,2020-03-13 03:53:29,en,RT @_TheMomentum: (1/2) In case you missed it: Here are the guidelines announced by President Rodrigo Duterte in his press conference last…,,Twitter for iPhone
Rock Planet,34246,0,0,False,2020-03-13 07:42:07,en,If #CoronavirusPandemic forces you to stay home enjoy on https://t.co/PZqZAxv5zf our friends Terre Sans Frontieres by E3 remember: On https://t.co/tmYHgdAL43 The best way to fight #covid_19 https://t.co/7nIls527Dq,"['CoronavirusPandemic', 'covid_19']",tiorradio1 publisher
"Kansas City, MO",363,5,0,False,2020-03-13 18:30:34,en,"RT @SheriffClayCo: As a precautionary measure due to health risk concerns surrounding 2019 Novel Coronavirus (COVID-19), the Clay County De…",,Twitter for Android
"Ontario, Canada",1028,997,0,False,2020-03-13 04:55:17,en,"RT @TheRealKeean: Uploading now, urgently. Will check back in an hour, if I haven't been arrested. Still pulled over as I type. #RoxhamRoad…",['RoxhamRoad'],Twitter for Android
"SeaTac, WA",10281,36722,0,True,2020-03-13 19:31:21,en,RT @valemercurii: People of my hometown #Siena sing a popular song from their houses along an empty street to warm their hearts during the…,['Siena'],Twitter for iPhone
"Austin, TX",226,134,0,False,2020-03-13 08:42:27,en,RT @KXAN_News: BREAKING: Two presumptive positive cases of COVID-19 in Austin-Travis County. These are the first cases to be confirmed in t…,,Twitter for Android
"New York, NY",247,7,0,False,2020-03-13 17:00:45,es,"RT @myteks: #URGENTE
Delcy la fea confirma
11:00 AM-
Confirmado 2 casos de Coronavirus en #Venezuela
-Una ciudadana de 41 años que estuvo e…","['URGENTE', 'Venezuela']",Twitter for iPhone
En el mundo mundial,546,0,0,False,2020-03-13 14:42:55,es,En 9 meses tendremos colapsadas las maternidades (ojala) o los juzgados de familia? Se admiten apuestas... #COVID19 #Covid_19,"['COVID19', 'Covid_19']",Twitter for iPhone
,47,1369,0,False,2020-03-13 08:41:03,fr,"RT @tim_pco: Les profs qui prévoient leurs contrôle pour lundi 
- Macron ferme les écoles 
Les profs : 
#Covid_19 https://t.co/r0ukhtOuGC",['Covid_19'],Twitter for Android
Northwest suburbs of Minneapolis,1149,1,0,False,2020-03-13 19:13:07,en,"RT @cityofcrystalmn: Health officials announced new community-level strategies to slow Coronavirus Disease COVID-19 in Minnesota.
The full…",,Twitter Web App
"São Paulo, Brasil",4520,22854,0,False,2020-03-13 16:42:56,en,RT @paulpogba: #Dab to beat #coronavirus. Follow @WHO advice to Be Ready for #COVID19 https://t.co/Ej0FqcHbj5 https://t.co/4DhQ7NsZYk,"['Dab', 'coronavirus', 'COVID19']",Twitter for iPhone
,6,0,0,False,2020-03-13 12:11:58,en,@jonfavs @realDonaldTrump shameful. This happened under your administration. Supposedly with “the best people”. #Covid_19 where are the tests?,['Covid_19'],Twitter for iPhone
"Puerto Rico, USA",35,3379,0,False,2020-03-13 18:00:10,en,"RT @TulsiGabbard: Yesterday I introduced HRes 897 to provide an #EmergencyUBI for every American — the most simple, direct form of assistan…",['EmergencyUBI'],Twitter for Android
México,158,2,15,False,2020-03-13 20:28:35,es,"@GuillermoLerdo No sólo lo tuitees, informa a las instancias correspondientes, no le juegues a la desinformación, el rumor y el pánico. Lo más importante es salvaguardar su salud. Si son positivas a COVID-19 en donde las atienden? Ese hospital o clínica debe informar. Sabes si lo hizo?",,Twitter for Android
"Lima, Peru",860,2983,0,False,2020-03-13 03:08:31,es,RT @doctormacias: Covid-19: En México se hacen pocas pruebas para diagnóstico del nuevo coronavirus. Con 32 estados no es mucho pedir al me…,,Twitter for Android
Tasmania,897,66,0,False,2020-03-13 05:10:37,en,"RT @ToomeyWright: The Left:
Eeevil ScoMo allows Hillsong conference to go ahead, despite #Covid_19 #COVID19 

Also the Left:
Stunning and b…","['Covid_19', 'COVID19']",Twitter Web App
USA,2133,1146,0,False,2020-03-13 03:27:03,en,RT @paulsperry_: CDC buries the most important step to take to prevent being infected by COVID-19: wiping down your smart phone screen &amp; ca…,,Twitter for Android
Calcio (Bergamo),879,1,27,False,2020-03-13 21:32:30,it,#Covid_19 Tagliala fuori che hai rotto il cazzo 🤬🤬🤬✂️✂️✂️✂️✂️✂️✂️✂️✂️✂️✂️✂️✂️✂️✂️✂️ https://t.co/UW05DrxJLf,['Covid_19'],Twitter for iPhone
