user_location,user_followers,retweet_count,favorite_count,user_verified,date,lang,text,hashtags,source
"Bend, OR",56,285,0,False,2020-07-06 07:03:11,en,"RT @leahmcelrath: @RBReich People interested in supporting the Navajo nation might consider donating to this relief effort:

https://t.co/b…",,Twitter for Android
,52,0,0,False,2020-07-06 05:22:43,en,Row over govt's Covid vaccine timeline statement https://t.co/rbh4tuyrFd,,IFTTT
,2,0,0,False,2020-07-06 07:44:42,en,"@ANI When did he got infected with Covid-19 without being in headlines
Can't believe it. Is it a studio.. 😁",,Twitter Web App
southern caifornia,121,2951,0,False,2020-07-06 17:23:15,en,RT @aginnt: “Coronavirus deaths in the country have nearly reached a level where the virus will cease to qualify as an epidemic under CDC r…,,Twitter Web App
"Oregon, USA",125,15,0,False,2020-07-06 02:23:29,en,"RT @playboiashton: I have to remember, I’m not coughing cause I have covid... I’m coughing cause of the weed😂",,Twitter for iPhone
,20,184,0,False,2020-07-06 16:09:04,en,RT @chaser: Pauline Hanson launches new line of face masks to combat COVID https://t.co/3NKkY8F7Z7,,Twitter for Android
,46,2,0,False,2020-07-06 04:34:42,es,"RT @eldiario: #5Jul | El @MinSaludCol registró 3.721 nuevos casos de Covid-19 y 122 fallecidos en Colombia en las últimas 24 horas. 

Colom…",['5Jul'],Twitter for iPhone
,350,122585,0,False,2020-07-06 12:03:01,en,RT @bluskyz: So baseball players will get tested for COVID-19 every two days. How often will teachers and students be tested?,,Twitter for iPhone
South Africa,350,0,0,False,2020-07-06 06:58:33,en,"""The changes we have already seen in response to COVID-19 prove that a reset of our economic and social foundations is possible."" #KlausSchwab @wef #TheGreatReset #Covid_19 #economy

https://t.co/Vh7OTeKPE9","['KlausSchwab', 'TheGreatReset', 'Covid_19', 'economy']",Twitter Web App
bleibtzuhause NRW,618,608,0,False,2020-07-06 23:25:57,en,"RT @ReichlinMelnick: We @immcouncil wrote a special report on every major policy change that's happened since the pandemic began, and we'll…",,Twitter Web App
"League City, TX",580,4831,0,False,2020-07-06 01:59:58,en,RT @kylegriffin1: Broadway actor Nick Cordero died on Sunday after battling complications from COVID-19 for several months. He was 41. http…,,Twitter for Android
,925,52,0,False,2020-07-06 07:02:54,en,RT @KyleJB27: 13 UK unis could go bust if not helped by the government due to COVID? 😪somebody😪tell😪me😪where😪else😪you😪can😪get😪ripped😪off😪fo…,,Twitter for iPhone
Melbourne,137233,37,38,True,2020-07-06 06:44:41,en,"A concerning development.
https://t.co/FCM7yJ23LN",,TweetDeck
"Los Angeles,CA",2457,26714,0,False,2020-07-06 07:50:32,en,"RT @SenSchumer: What Senate Republicans BLOCKED last week

—Rental assistance
—Food assistance
—Funding for COVID testing &amp; tracing
—Protec…",,Twitter for iPhone
"Space Coast Florida, USA",173,6546,0,False,2020-07-06 02:20:20,en,"RT @David_Leavitt: #COVID cases in Canada are down 82% from their peak.

#COVIDー19  cases in Italy are down 97% from their peak.

#CoronaVi…","['COVID', 'COVIDー19']",Twitter for Android
,34,1872,0,False,2020-07-06 21:27:48,en,"RT @PaulBrandITV: PM shifts blame for #covid19 deaths on to care homes.

""Too many care homes didn't really follow the procedures in the wa…",['covid19'],Twitter for Android
"Odenton, MD",646,156171,0,False,2020-07-06 01:08:11,en,RT @CoachJustice10: What COVID and Racism have in common: People don't believe they exists if they haven't been affected personally.,,Twitter for iPhone
,237,97274,0,False,2020-07-06 15:16:32,en,"RT @EM_RESUS: Hi, ER Doc here.

If you think wearing a piece of cloth makes it “hard to breathe”, then trust me you do NOT want COVID-19.",,Twitter for iPhone
"Noida, India",1649,2474,0,False,2020-07-06 04:20:04,hi,"RT @sambitswaraj: पवित्र श्रावण के प्रथम सोमवार के शुभ मुहूर्त पर महारुद्राभिषेक करने का परम सौभाग्य प्राप्त हुआ।
माँ भगवती और पिता महादेव…",,Twitter for Android
she/her,590,66409,0,False,2020-07-06 21:28:56,en,"RT @urlocalchlo: if you could sacrifice one genre of music to end COVID-19, what would it be? and why country music?",,Twitter for iPhone
Da palm of da mitten,531,4239,0,False,2020-07-06 22:20:44,en,"RT @ziibiing: The @nytimes ran a piece about the racial disparities of the impact of COVID-19 and barely mentioned Native Americans. 

You…",,Twitter Web App
India,6656,182,0,False,2020-07-06 16:11:40,en,RT @ghulamnazad: My heartfelt condolences on sad demise of colleague congressman from Telengana Shri Sirajuddin who fell prey to COVID whil…,,Twitter for Android
🌏,117,1,3,False,2020-07-06 08:15:38,in,"before covid wujud, aku baru je berazam nak belajar sungguh sungguh for pt3 so bole la banggakan mak ayah aku.. then pindah sek dgn aman.. tetibe... maleh aku",,Twitter for Android
"California, USA",111,3518,0,False,2020-07-06 12:50:39,en,"RT @BappityBoopity: First COVID-19, then an Ebola scare and now a case of the bubonic plague/Black Death? Throw the whole year away please.…",,Twitter for iPhone
"Florida, USA",2350,0,0,False,2020-07-06 11:41:12,en,"@canadiancutie11 @Variety I am sorry, but when u hear people oin Brazil, Itália and also here in US saying: so and so died with other disease and they put Covid on their dead certificate, something isn’t right! My friend’s husband died In a car accident. Guess what was in his Death certificate? Very fish!",,Twitter for iPhone
"Tucson, AZ",466,14473,0,False,2020-07-06 07:34:34,en,"RT @RBReich: The death rate from Covid-19 in Navajo nation is now higher than any single state. 

We should all be outraged by the sufferin…",,Twitter for Android
Sweden mostly,1620,0,3,False,2020-07-06 09:01:55,en,"30% of 200 blood donors had T cell immunity, end of May. -Karolinska Institute.

At that time, 17% of Stockholm had antibodies (big, good study) 

So - just perhaps - about 47% of Stockholm's population were immune at the end of May. 

Source: https://t.co/V2Vnyicar1",,Twitter Web App
Calgary,436,751,0,False,2020-07-06 22:06:09,en,"RT @SteveRustad1: 2 Americans died of Ebola when Obama was president.

The GOP was furious.

130,000 Americans have died of COVID-19.

No G…",,Twitter for iPhone
"Mashonaland Central, Zimbabwe",1653,57,0,False,2020-07-06 14:18:53,en,RT @Am_Blujay: Madagascar thought they would end COVID with a banana and avocado smoothie 😂 now they are reimposing Lockdown,,Twitter for Android
,95,12440,0,False,2020-07-06 14:38:01,en,"RT @BGrueskin: When someone writes the ultimate history of how the government handled COVID, I hope they’ll include this dialogue https://t…",,Twitter for Android
,3606,51,0,False,2020-07-06 10:21:30,fr,"RT @Danone: Nous devons repenser notre façon de vivre, de produire, de consommer et de manger, pour construire un modèle alimentaire résili…",,Twitter for iPad
,3262,26714,0,False,2020-07-06 02:06:37,en,"RT @SenSchumer: What Senate Republicans BLOCKED last week

—Rental assistance
—Food assistance
—Funding for COVID testing &amp; tracing
—Protec…",,Twitter for iPhone
"Kuala Lumpur, Malaysia",10602,29,158,False,2020-07-06 00:21:09,en,"@zulazizabdullah It was reported KKM tested &amp; cleared him of Covid-19. Then he  was detained. Inside, he got infected. Treated at Maeps &amp; sent back to detention. Found unconscious in his cell days after, sent to hospital, couldn't be saved.

So how else should the facts of this case be reported?",,Twitter for Android
"Nagpur, India",168,123,0,False,2020-07-06 06:37:44,en,"RT @Devendra_Office: With surge in Covid-19 cases, @Dev_Fadnavis urges govt to pay heed to Kalyan Dombivli via @htTweets https://t.co/lUnij…",,Twitter for Android
,449,33100,0,False,2020-07-06 23:41:41,en,RT @JulianCastro: ICE is now trying to deport students enrolled in colleges and universities that are teaching exclusively online due to CO…,,Twitter for iPhone
"Sioux City, IA",723,0,0,False,2020-07-06 15:45:22,en,"Daily Update:
There have been 12 additional COVID-19 cases confirmed in Woodbury County out of 128 new individuals tested.  
https://t.co/aoXRUMs3V5 https://t.co/o8gOSA3b5q",,Hootsuite Inc.
,158,0,0,False,2020-07-06 03:37:50,in,PKS Lebak Kritik Gugus Tugas Covid-19 karena Hentikan Pemeriksaan di Perbatasan https://t.co/V3G88kXwdq,,Twitter for Android
"Ithaca, NY",6727,1,0,False,2020-07-06 01:08:07,en,RT @14850today: No changes in the statistics for the July 5 update from @TompkinsHealth Department on COVID-19 cases. #twithaca https://t.c…,['twithaca'],Twithaca
"Chicago, IL",403,35,0,False,2020-07-06 15:06:32,en,"RT @sheriantoinette: I can’t stress this enough, if you get sent home with COVID, (and I don’t care if it’s one hour later), and your sympt…",,Twitter for Android
,10,0,0,False,2020-07-06 07:23:22,en,Drive through COVID-19 clinic opens at university this week https://t.co/H4nOHrgmjA https://t.co/QkN1gUmuXK,,IFTTT
"North Carolina, USA",37,0,0,False,2020-07-06 15:17:03,en,"@bruceamartin @ianbremmer @benshapiro Yep, if they deny it we must totally ignore its existence until it starts killing by the thousands. 

Then of course, we should never test as much as we did with COVID-19. It made the cases go up way too much.

We learned our lessons, it seems like we're ready this time.",,Twitter for Android
,276,122585,0,False,2020-07-06 14:53:54,en,RT @bluskyz: So baseball players will get tested for COVID-19 every two days. How often will teachers and students be tested?,,Twitter for Android
"Abuja, Nigeria",1610687,1,0,True,2020-07-06 13:32:59,en,"RT @daily_trust: The Edo State Commissioner for Health, Patrick Okundia, announced on Sunday that the state had recorded 87 new cases of co…",,Hootsuite Inc.
,672,4440,0,False,2020-07-06 02:49:07,es,RT @cabreraimireya: Anoten este número: 0212-3135660 (LLAMADASOS) Facultad de Medicina UCV. Pueden llamar para consultar telefónicamente co…,,Twitter for Android
"Ile-de-France, France",245,156171,0,False,2020-07-06 07:21:24,en,RT @CoachJustice10: What COVID and Racism have in common: People don't believe they exists if they haven't been affected personally.,,Twitter for Android
,395,9,0,False,2020-07-06 17:41:25,es,"RT @SuresDDHH: Venezuela acordó con la ONU la visita de la Sra. Alena Douhan, Relatora Especial sobre la repercusión negativa de las medida…",,Twitter Web App
"London, w/ a ❤️ in New York! ",7921,293,0,True,2020-07-06 11:17:44,en,"RT @nntaleb: A reminder that # deaths from COVID is a *lower bound* not an estimate. Many people will die months later (fellow was 41, died…",,Twitter for iPhone
"Minneapolis, MN",479,122585,0,False,2020-07-06 18:56:11,en,RT @bluskyz: So baseball players will get tested for COVID-19 every two days. How often will teachers and students be tested?,,Twitter for iPhone
,1286,32292,0,False,2020-07-06 23:56:38,en,RT @KeishaBottoms: COVID-19 has literally hit home. I have had NO symptoms and have tested positive.,,Twitter for iPhone
,205,3900,0,False,2020-07-06 02:07:45,es,"RT @econoclasta: Japón tiene casi el mismo número de habitantes que Mexico y han fallecido por Covid 977 personas, mientras en Mexico van m…",,Twitter for Android
"Nairobi, Kenya",169,62,0,False,2020-07-06 12:06:03,en,RT @makodingo: The National Govt gave 5B to Counties for COVID-19 preparedness. This is how much each got. Hold them accountable. https://t…,,Twitter for Android
,44,26,0,False,2020-07-06 13:54:29,en,"RT @MANIKANDANRCBE: @sardesairajdeep @DrRPNishank @drharshvardhan You can build a covid hospital in 12 days, but can u train a doctor in su…",,Twitter Web App
860,662,3,0,False,2020-07-06 13:36:29,en,RT @shanejbernard: NO. And I’m ready to SUE covid-19 for forcing me into a life of celibacy without asking me.,,Twitter for iPhone
"Toronto, Canada",1073,156171,0,False,2020-07-06 09:50:53,en,RT @CoachJustice10: What COVID and Racism have in common: People don't believe they exists if they haven't been affected personally.,,Twitter for iPhone
"Baltimore, MD",158001,62,0,True,2020-07-06 21:07:34,en,"RT @alexvespi: ‘Covid-19 in the US: We’re not getting full value from our data’
A must read from  @nataliexdean @cmyeaton 

https://t.co/FL…",,TweetDeck
New York City,472,5,0,False,2020-07-06 23:36:37,en,RT @KOB4: Presbyterian officials said they’re testing close to 800 people a day at their Balloon Fiesta Park drive-thru COVID site. A month…,,Twitter for iPhone
,406,52,0,False,2020-07-06 03:37:12,es,"RT @radiolacalle: #RayonesPolíticos El Gobierno de Moreno se ubica en último lugar. 
https://t.co/pxZX1Xj2y4",['RayonesPolíticos'],Twitter for Android
here and there,219,8945,0,False,2020-07-06 02:36:51,en,"RT @BeauWillimon: Today is @realDonaldTrump’s 257th golf outing. 

That is more than 1 out of 5 days as president. 

Approximate cost to ta…",,Twitter for Android
,257,0,1,False,2020-07-06 15:05:47,en,working under covid is depressing as fuck,,Twitter Web App
instagram.com/sendurconfess_2,26717,0,1,False,2020-07-06 15:44:24,fr,"« Quand on a un symptôme du covid, mais rien de sûr du tout ,juste maux au niveau de la poitrine mais pas de fièvre etc, ce qui est anormal, j’suis censée faire quoi?, j’ss paumée un peu ptdrr »",,Twitter for iPhone
United States Central Time,130,70561,0,False,2020-07-06 00:35:08,en,RT @wspieler: lmaoooooooo boy they bout to do it https://t.co/7LXkWbbipx,,Twitter for Android
地球,9275,297,0,False,2020-07-06 20:49:49,en,"RT @DrEricDing: Nearly 30% of COVID-19 deaths may go unreported, new study in JAMA finds. Authors analyzed CDC and state data of excess dea…",,Twitter Web App
,6,0,0,False,2020-07-06 11:07:30,es,"@RodolfoLanderos No te preocupes el covid 19es indefenso ,✌️",,Twitter for Android
"Manchester, England, UK",4122,8,0,False,2020-07-06 10:03:22,en,RT @Simplicitly: The behavioural scientists got put their little heads together long before their terrible errors of judgement about covid-…,,Twitter Web App
"Jaipur, India",18,31,0,False,2020-07-06 04:05:44,en,"RT @AdityaD45367471: The situation is getting worse day by day and Govt wants to conduct exams. Does it make any sense?
Are we immune to co…",,Twitter for iPhone
,194,1141,0,False,2020-07-06 22:28:47,en,"RT @SteveRustad1: The GOP blamed Obama when 4 Americans died in Benghazi

They were outraged.

130,000 Americans have died of COVID-19.

No…",,Twitter for iPhone
,116,68,0,False,2020-07-06 05:20:42,en,"RT @Ethirajans: Covid awareness seems comparatively high in rural areas, at least 90% of the people wear masks and try to follow the protoc…",,Twitter Web App
"Florida, USA",7843,3834,0,False,2020-07-06 15:43:47,en,"RT @SethAbramson: The United States just hit 3 million COVID-19 cases.

3 million.",,Twitter Web App
"Washington, DC",117,0,1,False,2020-07-06 15:38:29,en,"@realDonaldTrump COVID HITS AN ALL TIME HIGH
Especially in Florida #Floridacoronavirus @GovRonDeSantis 

Is it still a HOAX?  ask nurse @DonaldJTrumpJr 
Thoughts and Prayers",['Floridacoronavirus'],Twitter for Android
Montreal,28690,1130,0,True,2020-07-06 23:56:53,en,RT @RawStory: Florida teen dies after conspiracy theorist mom takes her to church ‘COVID party’ and tries to treat her with Trump-approved…,,Twitter for Android
,206,122585,0,False,2020-07-06 13:36:34,en,RT @bluskyz: So baseball players will get tested for COVID-19 every two days. How often will teachers and students be tested?,,Twitter for iPhone
"San Diego, CA",7719,325,0,False,2020-07-06 21:20:20,en,"RT @ThePubliusUSA: @realDonaldTrump Corrupt Donald Trump and the GOP want to ignore COVID-19 for political reasons, not for health reasons!…",,Twitter for Android
,299,122585,0,False,2020-07-06 18:40:59,en,RT @bluskyz: So baseball players will get tested for COVID-19 every two days. How often will teachers and students be tested?,,Twitter for iPhone
,192,0,1,False,2020-07-06 00:35:33,en,"HI THIS HAPPENED TO ME!!!!! Literally the night i was antibody tested(both were negative) i had my first fever, and tested positive for covid the next day. https://t.co/5b3ueuxlGZ",,Twitter for iPhone
,62,185,0,False,2020-07-06 22:37:56,en,"RT @MMAFighting: Jorge Masvidal passes COVID-19 testing, fight against Kamaru Usman official for UFC 251 (@DamonMartin) https://t.co/uSteDp…",,Twitter for iPhone
🇵🇭 ,130,174,0,False,2020-07-06 11:03:52,en,"RT @cnnphilippines: BREAKING: MRT-3 to stop operations starting Tuesday, July 7 as more personnel get infected with COVID-19.

Follow our l…",,Twitter for iPhone
,118,66409,0,False,2020-07-06 22:51:32,en,"RT @urlocalchlo: if you could sacrifice one genre of music to end COVID-19, what would it be? and why country music?",,Twitter for iPhone
South London,251,442,0,False,2020-07-06 22:35:00,en,RT @SalahSpace_: Salah Space is a free platform for people to book prayer slots at their local mosque and for mosques to manage their praye…,,Twitter for iPhone
"Oklahoma, USA",2398,5,0,False,2020-07-06 02:35:00,en,"RT @Dangchick1: Correction:

Trump to hold COVID-19 rally in New Hampshire on Saturday.",,Twitter Web App
"Bendigo, Victoria",108,0,0,False,2020-07-06 06:20:22,en,"A lot of bad things have happened in Victoria this year. Bushfires and COVID but let’s look on the bright side, we don’t have Pauline Hanson #2020 #perspective",['perspective'],Twitter for iPhone
"Porto Alegre, Brasil",2400,438,0,False,2020-07-06 22:27:58,pt,"RT @jandira_feghali: URGENTE! SEGUNDO A CNN O PRESIDENTE TERIA SINTOMAS DE COVID-19! Cancelando, inclusive, agendas até sexta.",,Twitter for Android
,420,24,0,False,2020-07-06 10:37:05,de,RT @thinktank197: Er kämpfte drei Monate gegen Covid-19: Broadway-Star Nick Cordero ist tot -  https://t.co/Af5Zx8ZUfq via @sternde kernges…,,Twitter for Android
Sevilla-Córdoba,3543,1892,0,False,2020-07-06 11:52:30,es,"RT @carlesgusau: Transmitir la exhumación de Franco muerto hace más de 40 años era funamental, emitir el funeral de 40.000 muertas por #COV…",,Twitter for Android
Georgetown,32,0,0,False,2020-07-06 12:04:32,en,"The sad reality of COVID - Iraq saw a 600% jump in virus cases 
https://t.co/O8cfAaNjvs",,Twitter for iPad
,3026,72,0,False,2020-07-06 19:43:36,en,"RT @WarwickHunt4: @DominicRaab ""Human rights violations""? Do you mean like the 130k+ Austerity Deaths... or the Windrush scandal... or the…",,Twitter for Android
Serengeti Photo trip 1996,1714,6546,0,False,2020-07-06 12:36:56,en,"RT @David_Leavitt: #COVID cases in Canada are down 82% from their peak.

#COVIDー19  cases in Italy are down 97% from their peak.

#CoronaVi…","['COVID', 'COVIDー19']",Twitter for iPad
,16,0,0,False,2020-07-06 19:42:33,en,MLB Commissioner Rob Manfred was on The Dan Patrick Show detailing how the league narrowly avoided the season being cancelled because of the brutal war between the owners and players towards a revenue sharing plan for the COVID-19 inflicted season. https://t.co/37Y4cwWavG,,SocialFlow
,164,33100,0,False,2020-07-06 22:56:37,en,RT @JulianCastro: ICE is now trying to deport students enrolled in colleges and universities that are teaching exclusively online due to CO…,,Twitter for iPhone
USA,419,0,1,False,2020-07-06 06:23:28,en,@merana54 @intheMatrixxx Where are the actual numbers for flu related deaths? Everything is COVID.. doctors even admitted that they are counting a patient dying from another  issue COVID related if they test positve at the time of death.,,Twitter for iPhone
"Lahore,Punjab,Pakistan",216,977,0,False,2020-07-06 11:23:35,en,RT @zfrmrza: &lt;327&gt; I have tested positive for COVID-19. Under med advice I have isolated myself at home &amp; taking all precautions. I have mi…,,Twitter Web App
India,3197,150,0,False,2020-07-06 09:15:43,en,"RT @SobhandebChatt1: The Hon'ble PM is always all praises for UP Model. A small insight clearly proves the reason for such praise👇
https://…",,Hindu Nationalist RT app
,277,6,0,False,2020-07-06 09:32:57,en,"RT @celebrityradio: Ok, Boris is obsessed with “the science”. So infection is going up?

Well, let’s agree that if an extra-ordinary amount…",,Twitter for iPad
,557,16054,0,False,2020-07-06 14:08:40,en,"RT @DanRather: Hey, I think President Trump is on to something with this idea of limiting COVID infections by not testing as much. Who knew…",,Twitter for iPhone
,1223,0,0,False,2020-07-06 08:48:05,en,@LinkBall7 @business Thought they found covid in papaya!,,Twitter for iPad
,25,97274,0,False,2020-07-06 09:51:28,en,"RT @EM_RESUS: Hi, ER Doc here.

If you think wearing a piece of cloth makes it “hard to breathe”, then trust me you do NOT want COVID-19.",,Twitter Web App
Delivering All Over #Dublin,4392,0,0,False,2020-07-06 19:50:15,en,"Spain's large-scale study on #COVID19 indicates just 5% of its population has developed antibodies, strengthening evidence that a so-called herd immunity to Covid-19 is ""unachievable"".

95% of Spain's population remains susceptible to the virus. https://t.co/FvCS3olyTQ",['COVID19'],Twitter for iPhone
,1,18,0,False,2020-07-06 06:03:03,en,"RT @SachinGanolia: Covid cases- 20k+ per day 
Medical staff, doctors,medical students are getting infected almost everyday
GOVT doesn't car…",,Twitter for Android
,509,3405,0,False,2020-07-06 05:58:56,en,RT @HeyTammyBruce: URGENT call for @NYGovCuomo! We’ve traced THOUSANDS of COVID nursing home deaths TO YOU!! Answer the damn phone &amp; our qu…,,Twitter for iPhone
,61,20604,0,False,2020-07-06 22:28:15,en,"RT @JoeBiden: With COVID-19 surging across the nation, Donald Trump should be doing everything in his power to increase access to testing.…",,Twitter Web App
