user_location,user_followers,retweet_count,favorite_count,user_verified,date,lang,text,hashtags,source
,90,1,0,False,2020-07-21 16:46:23,in,"YTH..
Mentri Pendidikan..
Gubernur Sulut

Tolong Pak !  perhtikan nasib  Mahasiswa UNSRAT  MANADO  Situasi Pandemik covid begini,  sudah  bermohon kayak  Pengemis ke  Pihak  Unsrat supaya  dapat keringanan pembayaran semester TAPI ditolak!!

Apakh di  Negri ini msh ada keadilan?",,Twitter for Android
,209,3931,0,False,2020-07-21 23:38:56,es,"RT @greysftanatxmy: la actriz que interpreta a Carina DeLuca, subió a sus historias un post de instagram, contando que la temporada 17 de G…",,Twitter for iPhone
,3,16,0,False,2020-07-21 02:35:04,en,RT @TeerthanaP: I've been allotted a center which is literally 25km away from my home and that too in a red zone. No way in hell will I be…,,Twitter Web App
,9944,1,39,False,2020-07-21 23:54:59,en,So... anyone else got COVID and feeling frisky? I know the perfect gas station bathroom stall. (From the BCCDC) https://t.co/q91aJeqTvN,,Twitter for iPad
"Yogyakarta, Indonesia",50,0,0,False,2020-07-21 06:48:20,in,@muhanangfaizin @haaadne Ga boleh mas diportal covid lokdon,,Twitter for Android
"Salisbury, UK",1493,0,0,False,2020-07-21 08:59:30,en,"This is interesting. Same day the Times published what looks like a bit of SNP propaganda: ""Scotland...new cases rarely reaching double figures/day &amp; average of 2 deaths/wk. England is still recording more than 700 cases &amp; more than 100 deaths most days.""

https://t.co/P8yNhF99cI https://t.co/StKhGlhIfn",,Twitter Web App
"Oaxaca, México 📩 ridmxnoticias@gmail.com",11006,7,15,False,2020-07-21 03:35:25,es,"🔵 Suman 349 mil 396 casos positivos a #COVID19 en #México.

➡️ En las últimas 24 horas se acumulan poco más de cinco mil casos en el país y 299 fallecimientos; en total suman 39 mil 483 defunciones confirmadas.

↪️ Leer más: https://t.co/zgxv4Qyt4a https://t.co/LOWthL6N7e","['COVID19', 'México']",Twitter Web App
"Tegucigalpa, Honduras",1955,680,0,False,2020-07-21 18:35:17,es,"RT @baraudawaguchu: Acaban de gasear la comunidad de Sambo Creek. En esto si gasta este gobierno dictatorial, para comprar bombas lacrimoge…",,Twitter for Android
"Jakarta Utara, DKI Jakarta",184,0,0,False,2020-07-21 12:07:53,in,"Hai Insan Koperasi Astra
Daya tahan tubuh yang kuat menjadi salah satu benteng untuk menghadapi Covid 19.

Olahraga yang teratur menjadi cara untuk menjaga kesehatan, kebugaran, dan daya tahan tubuh. 

Nah apa saja… https://t.co/GSjrhlA0Dn",,Instagram
New York,17031,1018,0,False,2020-07-21 02:22:02,en,"RT @AlexandraChalup: Reality Winner, our American hero and veteran who warned of the severity of Russia’s attack on the 2016 election as Pu…",,Twitter Web App
"ex URSS, alienigena  a morir. ",1221,80,0,False,2020-07-21 02:26:34,es,"RT @andres20ad: Estamos preparados de Enero
Nos felicitan hasta el cansancio
Logramos la Meseta
Salgan a tomar café
Lavín y el Apumanque 
N…",,Twitter for Android
భారతదేశం,121,734,0,False,2020-07-21 16:19:32,en,RT @VSReddy_MP: In view of the Covid situation I have decided to quarantine myself for a week to ten days as a mark of abundant caution.I w…,,Twitter for Android
Toronto,2037,0,0,False,2020-07-21 07:48:14,en,Canadian Malls Need to be Revolutionized Post-Pandemic: Report https://t.co/DfEaE8Mk8I,,Twitter for iPhone
,1,6565,0,False,2020-07-21 04:03:51,es,"RT @askomartin: VACUNA COVID 19. La Univ de Oxford anunciaria en las prox horas q la vacuna FUNCIONA. Ahora sí, para probar su potencia, se…",,Twitter for Android
"Ohio, USA - Near Lake Erie",2787,72,0,False,2020-07-21 12:06:27,en,"RT @VMadge: @SethAbramson This is completely out of control. He must be impeached, or the entire system will crash. 
-federal forces in the…",,Twitter for Android
"Cardiff, Wales",1094,14,0,False,2020-07-21 08:55:47,en,"RT @CommonsWelshAff: 🆕We have published an interim report for our Welsh economy and Covid-19 inquiry.

📄Read the interim report online: htt…",,Twitter Web App
BLR,3133,2,0,False,2020-07-21 12:24:13,en,RT @ians_india: @BCCI &amp; consultants Pricewaterhouse Coopers are working overtime to prepare the plan on 40-acre land acquired for state-of-…,,Twitter Web App
हिंदुस्तान ,2056,288,0,False,2020-07-21 15:12:42,en,"RT @Tejasvi_Surya: COVID positive cancer patients are unable to get admissions in hospitals &amp; are facing extreme hardships.

Upon our reque…",,Twitter for Android
"Muratpaşa, Antalya",645,41,0,False,2020-07-21 12:27:35,tr,"RT @ElifFeyza6: Covidden öncede çok yoruluyorduk, covid sürecinde dahada çok yorulduk ve daha uzun bir süre de böyle devam edecek 
🤔Hadi am…",,Twitter for iPhone
"Tacoma, Washington",13298,433,0,False,2020-07-21 16:33:27,en,RT @GmanFan45: Are @potus COVID poll numbers low because his administration has a weak FDA chief Dr. Hahn that has an absurd warning on Hyd…,,Twitter Web App
"Detroit, MI",35,92,0,False,2020-07-21 02:25:59,en,"RT @AprilDRyan: Joining Europe and Mexico, now American tourists barred from entering Bahamas due to COVID-19 cases; other countries still…",,Twitter Web App
"Peotone, IL",960,93,0,False,2020-07-21 16:08:25,en,RT @GovRonDeSantis: WATCH LIVE: COVID-19 roundtable in Tallahassee https://t.co/mG6jUyTQrT,,Twitter for iPhone
,69,0,1,False,2020-07-21 13:31:17,in,Tempat magang banyak yang lagi gak nerima. Gua magang gimana ini haduh 😓. Screw COVID-19 man.,,Twitter for Android
,270,3935,0,False,2020-07-21 07:44:13,in,"RT @TengkuZuhairi: Beware guys, baru tadi aku jumpa satu lelaki pakai gelang kurantin wajib ( Covid-19) di rumah untuk yang pulang dari lua…",,Twitter for iPhone
,29,735,0,False,2020-07-21 22:14:05,en,RT @ABC7News: Nurses are calling on the Senate to protect frontline healthcare workers by laying 164 pairs of shoes in front of the Capitol…,,Twitter for Android
,31,15,0,False,2020-07-21 03:53:10,es,RT @PanamaTimesPTY: El @senafrontpanama informa del lamentable deceso por Covid-19 del sargento segundo Post Mortem Maycol Antonio Santa Ma…,,Twitter for Android
,24,0,2,False,2020-07-21 19:32:58,en,"@benisbump @itsJeffTiedrich @realDonaldTrump I do not blame him for Covid-19.  I absolutely blame him for his reaction and slow response. He was afraid to acknowledge the severity of the problem, because of how it would look on him, and without looking dead ahead at the problem, and dealing with it, he caused more deaths.",,Twitter for iPhone
"Chicago, IL",615,5,2,False,2020-07-21 17:09:11,en,"northwest area free covid testing will be available this thursday &amp; friday, please share! https://t.co/0rW9ie2iIW",,Twitter for iPhone
"Pune, India",1389,0,2,False,2020-07-21 18:16:12,en,"Klopp: ""I am completely happy with my squad 100%. COVID came and changed the situation. It's not that we think we can't improve on a transfer basis, we just do what is best and what we are able to do.""",,Twitter Web App
,75,1,37,False,2020-07-21 19:26:09,en,"@NBCNews @Black41Reverse So, they were morbidly obese, had asthma, COPD, I’m sure they had high blood pressure and we want to act like COVID alone caused the death of 2 perfectly healthy people? Come on. Prayers to their mother.",,Twitter for iPhone
NO DM only political talk ,174,0,0,False,2020-07-21 15:39:41,en,@GodFamilyJesus Yes and will as I am compelled to in the hospital. Why would I want to come in contact with asymptomatic carriers?Those wantonly have COVID parties to prove as you do and then get very debilitated from long term toxicity or die.,,Twitter for iPhone
"Knoxville, TN",180,6545,0,False,2020-07-21 04:13:51,en,"RT @kylegriffin1: More than 430 babies have tested positive for coronavirus in the four largest counties in North Texas, but the Texas Depa…",,Twitter for Android
,17552,0,0,False,2020-07-21 19:59:43,en,"COVID-19 contact-tracing updates from France, Japan, Israel and the U.S. https://t.co/UTcMwm51nO",,Hootsuite Inc.
"Hyderabad, India",2,30,0,False,2020-07-21 02:41:52,en,"RT @DhronamCh: #SaveTelangana @DrTamilisaiGuv 
Around 700 young engineers who worked on Mission Bhagiratha detached permanently without com…",['SaveTelangana'],Twitter for Android
,292,959,0,False,2020-07-21 14:25:03,in,RT @tubirfess: 2beer! Keluarga ga nerima sinindividu korban covid di kuburkan mengikuti protocol kesehatan. Alhasil petugas dipukul ampe pi…,,Twitter Web App
I Love Dallas ,313,4698,0,False,2020-07-21 17:22:12,en,"RT @uiltexas: Modified UIL Activities Calendar &amp; COVID-19 Guidelines for 2020-2021 School Year

Press Release ⬇️
https://t.co/sv3boFOD43

F…",,Twitter for iPhone
"New York, NY",1950,20898,0,False,2020-07-21 02:57:24,en,RT @therecount: How Trump's comments on COVID-19 correspond to case numbers in the U.S. https://t.co/eReaHbhkju,,Twitter for iPhone
,256,30,0,False,2020-07-21 12:26:24,en,RT @9NewsPerth: The mastermind behind a massive state government data breach has been identified as a 15-year-old boy from Mandurah. #9News…,['9News'],Twitter for iPad
westport washington,1560,6,0,False,2020-07-21 16:15:15,en,"RT @WADeptHealth: Last week revised guidance was released for personal services (hair, cosmetology, tattoos) and professional  services (le…",,Twitter Web App
,1269,133,0,False,2020-07-21 15:55:25,es,RT @CNNChile: #Futuro360 | Ya se habla de endemia: OMS confirma segundos brotes de COVID-19 en todo el mundo https://t.co/a24YYvXefZ,['Futuro360'],Twitter for iPhone
"Jakarta Pusat, DKI Jakarta",2309,3221,0,False,2020-07-21 13:34:53,in,"RT @alinaluth: Bagi sebagian orang, covid-19 dianggap tidak se mengerikan itu.
Tapi bagi mereka dengan penyakit bawaan (jantung darah tingg…",,Twitter for Android
Venezuela,284,35,0,False,2020-07-21 16:34:42,es,"RT @by_sore: Son tan ineptos que los primeros en contagiarse fueron ellos mismos, ahora instalan el Estado Mayor de Salud para luchar contr…",,Twitter Web App
,2487,10,0,False,2020-07-21 16:44:17,es,"RT @ppcv: 📹@EvaOrtizVilella: ""Hay un contrato millonario con un empresario de Ontinyent repleto de confusión y opacidad. Hoy nos enteramos…",,Twitter for Android
Sydney,1258,0,0,False,2020-07-21 04:13:54,en,@MrHunterSmith He was hot I'd give him my covid,,Twitter for Android
,84,751,0,False,2020-07-21 11:04:38,en,RT @DrHarjitBhatti: DrJaved Ali died of #COVID19 but didn’t got any financial help when he was alive. Ironically doctors are not entitled t…,['COVID19'],Twitter for Android
BB Pl,428,285,0,False,2020-07-21 16:41:08,pl,"RT @rozathun: Jeszcze raz w/s propagandy Morawieckiego&amp;Co: W 2013r PL otrzymała 106mldE czyli 11,67% budżetu UE. Dzis udział PL w budzecie…",,Twitter for Android
Somewhere in my head,5038,2668,0,False,2020-07-21 15:44:53,en,"RT @RichardGrenell: worth a read:

“This suggests that some people already had a pre-existing degree of resistance against the virus before…",,Twitter for Android
,101,12,0,False,2020-07-21 15:50:26,en,"RT @a_sandhan: Various rumours n murmurs gaining ground over corona tests.
One is local bodies getting money from govt's so even healthy r…",,Twitter for Android
South Africa,196491,3,3,True,2020-07-21 19:24:43,en,"[ON AIR] ""Families are based on bloodlines, clans, in-laws, etc. This extends to our customs. This pandemic is being divisive to families. "" Dr. Nokuzola Mndende of @CRL_Commission speaking to @SongezoMabece
 &amp; @BantuHolomisa on impact of COVID 19 on culture #AfrikanNarrative",['AfrikanNarrative'],Twitter Web App
Carabobo Venezuela,5374,0,0,False,2020-07-21 12:44:21,es,Covid-19: 413 casos comunitarios y 30 importados se detectaron en las últimas horas en Venezuela Venezuela en Revolución https://t.co/KPjohwEx9v https://t.co/hKvpZ6RqQk,,IFTTT
"Albany, New York",100708,0,2,True,2020-07-21 21:35:05,en,"When asked why he doesn't wear a mask more often, President Trump pulls a mask out of his pocket and says he wears one when he needs too. 

LIVE:  https://t.co/hxNy1sXkXS https://t.co/PCgO6Aaio4",,TweetDeck
The Bigland,1655,2,0,False,2020-07-21 02:48:00,en,"RT @CdnModel: @TWilsonOttawa I thought their printers are never working. Sure ran that off fast enough, Covid and all. Disband the Canadian…",,Twitter Web App
,1167,38,0,False,2020-07-21 04:20:05,en,RT @business: How do people catch Covid-19? Here's what experts are saying about the route of contagion https://t.co/pRm53zZO81,,Twitter Web App
Zaragoza,345,0,0,False,2020-07-21 20:14:16,es,"@ingeniquitecto Discrepo con lo de que estén en contra.

Evidentemente, van a salir su opinión en la tele más que la de la gente que apoya quitar espacio al coche, pero cuando se encuesta, suele salir que esto es apoyado por la grandísima parte de la población:

https://t.co/CKHrTCHWSl",,TweetDeck
,12,1451,0,False,2020-07-21 11:48:49,en,"RT @Vignesh_TNPYC: Modiji has helped 150 countries to fight Covid-19 , except India !!

#Nonsense_Modi 
#Nonsensemodi https://t.co/VfQajnjZ…","['Nonsense_Modi', 'Nonsensemodi']",Twitter for Android
"New York, NY, USA",52247,21,0,True,2020-07-21 12:28:19,en,"RT @EPIDEMICpodcast: COVID-19 closed down many religious spaces. But, ""I don't [plan] on returning in the immediate future. I don't want hi…",,Twitter for iPhone
,382,2204,0,False,2020-07-21 21:48:18,en,"RT @DerbyChrisW: I've just heard that Israeli forces have demolished the Covid-19 testing centre under construction in Hebron.

The Israeli…",,Twitter for Android
,436,486,0,False,2020-07-21 03:04:34,en,RT @livdizzzle: EAST BAY!! COVID-19 testing is being moved in two weeks from CSUEB to the Sky West golf course in Hayward by Kennedy park a…,,Twitter for iPhone
"Grand Rapids, MI",913,609,0,False,2020-07-21 11:06:36,en,"RT @Craig_A_Spencer: It’s not ‘greatness’ that tackles outbreaks. It’s ingenuity.

This @NPR story outlines how Rwanda - a middle income co…",,Twitter for iPhone
,261,0,2,False,2020-07-21 23:36:56,en,@uziburp Snitch bro. They shut my branch down because one employee got covid and we didn’t have a mask mandate when just amongst employees. CDC policy is serious and lawsuits are flying around so companies have to make sweeping moves after exposure,,Twitter for iPhone
"New Delhi, India",54,14,0,False,2020-07-21 03:38:03,en,RT @CNBCTV18News: IndiGo: Big Cut To Workforce | India’s largest airline IndiGo will lay off 10% of its workforce owing to financial pressu…,,Twitter for Android
"Kota Tangerang, Banten",359,6,0,False,2020-07-21 15:54:49,in,RT @kompascom: Angka kasus Covid-19 di Kota Tangerang tetap di angka 540 sejak 19 Juli lalu. https://t.co/S1jgMg1CUZ,,Twitter for Android
"Leeds, England",710,4,0,False,2020-07-21 23:08:25,en,"RT @conferenceleeds: In preparation for #businessevents returning from 1st October in England 🥳, the government have update their guidance…",['businessevents'],Twitter for iPhone
Ribeirão Preto/SP,27,1786,0,False,2020-07-21 20:11:02,pt,"RT @oatila: Um dos estudos que mais contribuiu pra entender onde a COVID se espalhou no Brasil. 
“Ministério da Saúde não renova pesquisa s…",,Twitter Web App
Florida/Maine,2554,26025,0,False,2020-07-21 09:57:23,en,"RT @drdavidsamadi: I just watched as Twitter removed approximately 300 followers from my account this morning.

How is Twitter allowed to j…",,Twitter for iPhone
"Hyderabad, India",182,2275,0,False,2020-07-21 10:38:45,en,"RT @bhogleharsha: Stokes gets the breakthroughs too. I think he is being wasted on a cricket ground. In this form, he'll probably find a va…",,Twitter for iPhone
,490,0,0,False,2020-07-21 12:04:08,in,@raflycanfly Bibit unggul memang tapi kena covid:(,,Twitter for iPhone
Chennai,331,2275,0,False,2020-07-21 12:12:04,en,"RT @bhogleharsha: Stokes gets the breakthroughs too. I think he is being wasted on a cricket ground. In this form, he'll probably find a va…",,Twitter for Android
underground ,769,1,3,False,2020-07-21 03:09:03,en,"man y’all take covid as a joke, but oh when someone got the cooties y’all did y’all cootie shot in a matter of seconds",,Twitter for iPhone
Colombo,10410,16,0,True,2020-07-21 11:07:34,en,RT @StudyAUOfficial: .@AlanTudgeMP and @DanTehanWannon have announced a number of changes to student visa arrangements to ensure Australia…,,Twitter for iPhone
Venezuela,35,11,0,False,2020-07-21 23:38:56,es,RT @DiarioTalCual: Venezuela combate el covid-19 con tratamientos descartados por la OMS #TalCual #ClaroyRaspao #AunqueUstedNoLoCrea https:…,"['TalCual', 'ClaroyRaspao', 'AunqueUstedNoLoCrea']",TweetDeck
Rio de Janeiro,136,51114,0,False,2020-07-21 12:51:42,pt,RT @eueduramos: eu depois de tomar a vacina da covid https://t.co/CGrbUv7iTs,,Twitter Web App
United States,54839,167,0,False,2020-07-21 17:30:11,en,"RT @CaliRN619: Please don’t believe this BS!!

Funeral homes aren’t allowed to hold funerals, so families are refusing to have the bodies r…",,Twitter for iPhone
,509,1,1,False,2020-07-21 09:32:28,en,New materialities - surfaces &amp; materials to prevent the spread of viruses https://t.co/3B1ug7Apyz,,Twitter Web App
T Ø R Ō Ń T Ö,1485,3,0,False,2020-07-21 17:31:38,en,RT @PaccTalk93: People coming in from america with falsified covid documents and 1 way tickets 😂😂😂,,Twitter for iPhone
Where The Sidewalk Ends ,3253,0,4,False,2020-07-21 17:04:02,en,Getting Tested for Covid wish me luck,,Twitter for iPhone
,1907,0,0,False,2020-07-21 16:25:51,en,"wrong wrong wrong y'all are loud and wrong. the usual. stop saying ""i think"" and post the facts about Covid and stop spreading misinformation",,Twitter Web App
"Ottawa, Canada",470,35,0,False,2020-07-21 13:42:00,en,"RT @criseboro: The latest data from @RBC is mind-blowing. #COVID has not only had major health &amp; economic impacts, but one of it’s biggest…",['COVID'],Twitter for iPhone
"New Haven, CT",207,0,1,False,2020-07-21 03:41:49,en,"On a related note, an infectious disease doctor (friend of a friend) said to me the other day on whether the brain-tickle covid test hurts: ""It if doesn't hurt, they're not doing it right.""",,Twitter Web App
kanada eh,1207,52,0,False,2020-07-21 04:05:31,en,RT @99freemind: Globalnews picks the most extreme view and uses it to dissuade others from looking in to the REAL HARM wearing masks causes…,,Twitter Web App
West Jersey,18,9,0,False,2020-07-21 11:24:17,en,"RT @DataVizSociety: Are COVID-19 visualizations unintentionally putting readers at risk? #DataVisualization #VizResponsibly

https://t.co/Y…","['DataVisualization', 'VizResponsibly']",Twitter for Android
,188,26448,0,False,2020-07-21 02:33:39,en,"RT @JoeBiden: President Trump asked to see the COVID death chart. @RealDonaldTrump, here you go. https://t.co/45tYD2NXti",,Twitter for iPad
Pearl Of Africa🇺🇬,18727,43,0,False,2020-07-21 18:03:43,en,RT @solomonkibz: More Covid 19 patients in Masaka 💀😂 https://t.co/Hq0z0PKkyl,,Twitter for iPhone
"Waterloo, ON",1407,1,0,False,2020-07-21 17:48:31,en,"Reminder! ""Beyond Self-Care: Caring for Ourselves and Each Other in COVID-19"", a Laurier grad student workshop is TODAY July 21st from 4–5:30 pm EST via Zoom.

Meeting ID: 992 9970 0255
Password: 245547

Please note that the workshop will be recorded. https://t.co/xTnVkJmgpH",,Hootsuite Inc.
"Savannah, GA",1003,6,0,False,2020-07-21 17:09:12,en,"RT @T4America: A1: In many parts of the US, if you don’t have a car, you have limited access to jobs, healthcare, groceries,&amp; other service…",,Twitter for iPhone
Italia,11651,183,0,False,2020-07-21 22:09:40,it,RT @Marcozanni86: Coste italiane assaltate da clandestini con decine di positivi al #Covid che scappano dai centri di accoglienza. Intanto…,['Covid'],Twitter for Android
Vermont ,4100,426,0,False,2020-07-21 12:37:10,en,"RT @IngrahamAngle: Joe’s Fantasy Covid Fix: More lockdowns  or massive restrictions until we have a vaccine. But in the real world, the con…",,Twitter Web App
"New Delhi, India",106,994,0,False,2020-07-21 17:53:36,en,RT @UmarKhalidJNU: Sharjeel informs his lawyer that over 600 out of 1100 inmates in Guwahati Central Jail have tested COVID+. There was a r…,,Twitter for Android
"Cundinamarca, Colombia",36,2841,0,False,2020-07-21 22:13:59,es,"RT @AbadColorado: Querido joven sin memoria @IvanDuque te hablo de @AidaAvellaE una mujer valiente, inteligente, clara y coherente que cono…",,Twitter for Android
,3862,4,0,False,2020-07-21 10:57:39,en,RT @KVajpayaee: #Katyayan #COVID19 #Covid_19   #CoronavirusPandemic #COVID19vaccine #covid19vaccin #CoronavirusVaccine #coronavaccine #oxfo…,"['Katyayan', 'COVID19', 'Covid_19', 'CoronavirusPandemic', 'COVID19vaccine', 'covid19vaccin', 'CoronavirusVaccine', 'coronavaccine']",Twitter for Android
Naperville St. Charles Geneva,1908,78,0,False,2020-07-21 19:07:41,en,"RT @calligaro7: @w_terrence Here is 1  of many pics of George soros, Bill Gates, &amp;  Dr Fauci. They helped China attack global economy for s…",,Twitter Web App
,31,402,0,False,2020-07-21 03:17:49,pt,"RT @ToniettoChris: Segundo Débora Diniz, a legalização do aborto liberaria 20 mil leitos de hospitais - utilizados atualmente pelas interna…",,Twitter for Android
"Bengaluru, India",15,12,0,False,2020-07-21 09:46:42,en,RT @arunplakkat: India is the third most worst country hit with Covid facing health care and economic crisis. Instead of tackling the crisi…,,Twitter for Android
"Helena, Montana",3725,0,0,False,2020-07-21 19:15:00,en,COVID-19 prompts Malmstrom AFB to implement stricter safety guidelines  https://t.co/OjG5G84UBU,,SocialNewsDesk
"Kingsport, TN",305,0,0,False,2020-07-21 04:37:12,en,Jennifer Aniston Warns of COVID Dangers With Photo and Story About Friend https://t.co/d9RanURoVB via @TMZ,,Twitter for Android
"St Peters, MO",16,0,0,False,2020-07-21 05:25:38,en,I live in St Charles County MO where we had 170 new cases today.  Over 2 weeks a 370% increase.  People in their 20’s account for nearly 23% of all Covid 19 cases.  The highest percentage among age groups.  No age group is immune! https://t.co/424mTTy783,,Twitter for iPhone
"California, USA",174,4487,0,False,2020-07-21 16:24:07,en,"RT @AshaRangappa_: Right now, precious time, energy, and resources in the WH are being devoted to expanding the Graffiti Gestapo, boosting…",,Twitter Web App
"Portland, OR",478,147082,0,False,2020-07-21 23:41:39,en,RT @migizikwe_: my older brother tested positive for COVID. I was in the same house as him. He isolated in his office &amp; used a diff bathroo…,,Twitter for iPhone
"Georgia, USA",3768,2,0,False,2020-07-21 23:10:29,en,"RT @heartfulmom: @CheryleJ0806 @atlchamber @GovKemp @GovKemp:

You’re forcing small biz owners to police their customers. Anti-maskers blam…",,Twitter for iPhone
,830,2,0,False,2020-07-21 15:02:49,en,RT @LindaCBuchanan: This was our last meeting of council before summer break. We have worked hard to adjust and respond to the impacts of C…,,NorthVan Retweeter
,140,2402,0,False,2020-07-21 06:52:48,en,"RT @itzel_migrando: Community Ask: My uncle in Oaxaca is in need of an emergency prostate surgery which costs approximately $3,200 USD. My…",,Twitter for Android
Malaysia,2112,17,0,False,2020-07-21 11:36:08,en,RT @malaysiakini: Health DG says situation worrying as another 15 Covid-19 cases recorded https://t.co/AKJleIbbRg https://t.co/v5sv82a6HG,,Twitter for Android
"São Luís, Brasil",330,51114,0,False,2020-07-21 16:49:54,pt,RT @eueduramos: eu depois de tomar a vacina da covid https://t.co/CGrbUv7iTs,,Twitter for iPhone
India,6887,1,0,False,2020-07-21 02:06:50,en,"RT @TOIDelhi: Fresh Covid-19 cases in Delhi fall below 1,000 for 1st time in 49 days https://t.co/gmjAwssv8Y",,Twitter for Android
,6,0,0,False,2020-07-21 16:23:02,en,@realDonaldTrump A federal mask mandate would kill this covid spread and save the economy. Do your job.,,Twitter Web App
UK,616,144,0,False,2020-07-21 22:29:27,en,"RT @Independent: US coronavirus infections up to 13 times higher than initially reported, CDC finds https://t.co/azDt5LFK89",,Twitter for Android
"Selangor, Malaysia",447,167,0,False,2020-07-21 11:28:21,in,RT @hmetromy: #kualalumpur BARU semalam tular wanita makan di sebuah medan selera sambil memakai gelang pengesanan kuarantin Covid-19 terse…,['kualalumpur'],Twitter for Android
"200 Broadway Blvd NE ABQ, NM",4052,1,3,False,2020-07-21 23:27:01,en,"Were you thinking that COVID-19 was going to kill co-working spaces? In fact, co-working spaces are playing a key role by hosting remote workers who are looking to work somewhere outside the house after a long period of being lock-downed at home.
https://t.co/FjKaSHSl4Q https://t.co/DmzFVaBqR3",,Buffer
Mexico,158,0,0,False,2020-07-21 03:32:10,es,"¿Donde esta mas “activa” la epidemia de COVID 19?: CDMX, Golfo, peninsula de Yucatan, Tabasco y BCS,  las zonas con una mayor  tasa de casos activos por 100k habitantes. Casos Activos se definen como aquellos casos positivos confirmados que iniciaron sínt…https://t.co/dQOXYZ2mPO",,LinkedIn
,88,57793,0,False,2020-07-21 09:44:24,en,"RT @EyePatchGuy: If I ever die from COVID, please know that my dying wish is that my corpse be catapulted at high speed directly into Mitch…",,Twitter for iPhone
